alpha,beta,business_loss_hold,pct_within_-5_+10,best_iteration
1.0,0.5,24.422139604560883,18.67145421903052,198
1.0,1.0,35.276250815905186,22.082585278276483,199
2.0,0.5,38.964447782981864,17.7737881508079,151
3.0,0.5,50.37696323036827,17.7737881508079,145
2.0,1.0,50.47295159751573,19.03052064631957,198
3.0,1.0,62.0922158843632,17.594254937163374,199
4.0,0.5,63.46469682105942,16.517055655296232,143
4.0,1.0,78.42567820940668,17.594254937163374,155
